,NBAC_nfireid,WFS event,T2_area,dice_coefficient,Relative Percent Difference,NFDB_fireid
342,616.0,,,0.8845612466575282,20.290897658170472,23SR-MESSUM
343,617.0,,,0.9226066619232278,13.05068973246578,23SR-BENTLEY
344,618.0,,,0.9215894020880799,12.738474487113042,23SR-PHELPS
345,619.0,,,0.760617915539321,33.84703446365084,23SR-KILLOCK
346,619.0,,,0.47992430038541445,94.45827061205594,23SR-MANSON
347,620.0,,,0.4799010258613173,88.63515728687644,23LA-CAIRNS
348,620.0,,,0.7334141132107456,23.09746878397211,23LA-MULLIN
349,621.0,,,0.7056250903265705,57.90730837833704,23DB-DEER
350,622.0,,,0.8404698755289273,29.26714308665352,23LA-GERMAN
351,623.0,,,0.9501146915596863,1.3080761812056476,23LA-ERROL
352,624.0,,,0.9129955687942848,11.760449755267885,23SR-HAMIL
353,625.0,,,0.9032702996040414,18.23968742799888,23DB-KPIR02
354,626.0,,,0.8368389309175986,24.159943550170407,23LA-BAY
355,627.0,,,0.4899937450324548,93.35021572111359,23LA-MAY
356,628.0,,,0.9260300680146707,11.552555933672405,23LA-KENNY
357,629.0,,,0.8602658686188039,8.87831503704321,23SR-EISEN
358,629.0,,,0.15915605729101137,166.03693690968112,23SR-EISEN2
359,630.0,,,0.920172865121969,3.3794398254666347,23SR-SOMER
360,631.0,,,0.8013365153387848,31.237961497017963,23DB-TRAILL
361,632.0,,,0.9433241207461437,0.8074735729748291,23LA-DECEPTION
362,633.0,,,0.945730874793536,7.078970068961719,23SR-SEGUIN
363,634.0,,,0.9036608818102337,14.350874532388158,23LA-GOW
364,635.0,,,0.844298465586351,24.072471957198918,23LA-POOLE
365,636.0,,,0.8457773696359382,24.94676344335659,23LA-BRAD
