,NBAC_nfireid,WFS event,area,dice_coefficient,NFDB_fireid
411,990.0,,,0.999999999983013,23LF-GRASSY
412,991.0,,,0.9999999999877727,23LA-PINK
413,992.0,,,0.9999999997880448,23DB-JAN
414,993.0,,,0.9999999999563309,23LA-MCKENNA
415,994.0,,,0.9999999999875717,23DB-LIME
416,995.0,,,0.9999999999215538,23DB-HAMMELL
417,996.0,,,0.9999999999886315,23DB-AMISK
418,997.0,,,0.9999999999434153,23DB-TWIGGE
419,998.0,,,0.999999999901111,23DB-PINEY
420,999.0,,,0.9999999999897475,23BN-DIGBY
421,1000.0,,,0.9999999999869478,23LA-FRIDAY
422,1001.0,,,1.0000000000033715,23LA-HAWK
423,1002.0,,,0.9999999999374003,23LA-SUTH
424,1003.0,,,0.999999999967695,23HB-SUGGI
425,1004.0,,,0.9999999999911636,23LX-KEELEY
426,1005.0,,,0.9999999999920159,23BN-GOLD
427,1006.0,,,0.9999999999649528,23DB-KPIR03
428,1007.0,,,0.9999999998655101,23WY-JACKO
429,1008.0,,,0.9999999999455074,23WY-JUNCTION
430,1009.0,,,0.9999999999686326,23SF-NICOLLE
431,1010.0,,,0.9999999999871334,23LX-ERIR04
432,1011.0,,,0.9999999999900158,23SR-MAX
433,1012.0,,,0.9999999999932309,23SR-LLHIR03
434,1013.0,,,0.9999999999670057,23LA-ROBERTS
435,1014.0,,,0.9999999999901314,23LA-LEPP
436,1015.0,,,0.9999999999722707,23DB-ISLAND
437,1016.0,,,0.9999999999936512,23LF-BAIRD
438,1017.0,,,0.9999999999880111,23LA-WILMA
439,1018.0,,,0.9999999999419746,23DB-PNIR29
440,1019.0,,,0.9999999999689572,23PA-FOX
441,1020.0,,,0.9999999999876851,23LA-KEY
442,1021.0,,,0.999999999982792,23HB-FWDF01
443,1022.0,,,1.0000000000007074,23DN-PAWR01
444,1023.0,,,0.9999999996566996,23WY-NIP
445,1641.0,,,0.6053928549597916,23BN-HILLS
