,NBAC_nfireid,NBAC_area,WFS event,T2_area,dice_coefficient,Relative Percent Difference,NFDB_fireid,NFDB_area
296,,,1951,7645947.872893861,0.905845486530975,18.52340908879822,23DB-DEER,6349711.273695577
297,672.0,6450307.6339136865,1952,11202626.972522888,0.6479491829997837,53.84169198560813,,
298,,,1952,11202626.972522888,0.8225120857072831,19.589561614538013,23BN-GARSON,9203856.632900393
299,645.0,54244895.4662367,1953,81796221.35230164,0.7854366473469182,40.504410034820474,,
300,,,1953,81796221.35230164,0.8960052692731281,14.016983613259448,23LA-MCTAVISH,71081779.20883504
301,1018.0,39698.08280817393,1956,452462.17916903034,0.15065978836591887,167.7356455812252,,
302,,,1956,452462.17916903034,0.1506597883631617,167.7356455815902,23DB-PNIR29,39698.08280768541
303,623.0,3225892.29929387,1963,5937272.031470501,0.6380015907987255,59.17998705040037,,
304,,,1963,5937272.031470501,0.6406917843528058,57.984127451703,23LA-ERROL,3268367.2303201496
305,1012.0,2147685.646102182,1968,2241597.878444268,0.9346887570790178,4.279159995789512,,
306,,,1968,2241597.878444268,0.9346887570784062,4.279159995869612,23SR-LLHIR03,2147685.646100461
307,656.0,2451016.668085851,1974,4488573.332306569,0.6206250357697956,58.72268142946482,,
308,,,1974,4488573.332306569,0.8044958477424828,35.09233585647005,23LA-HARDY,3148550.721021923
309,,,1981,282289.36409937695,0.011686128239782986,191.80065581418538,23BN-LINVALL,13489024.911876764
310,,,1989,361739.89427911176,0.0005837244657313979,198.77227157226966,23SR-HAMIL,117494908.56594902
311,1019.0,157861.57153443972,2029,787314.5699928356,0.3205716778144719,133.1927395969361,,
312,,,2029,787314.5699928356,0.320571677812934,133.19273959709514,23PA-FOX,157861.5715339884
313,1013.0,49642.561536116256,2037,80026.60512951162,0.12339380802187848,46.86394518404725,,
314,,,2037,80026.60512951162,0.12339380801297133,46.86394518437254,23LA-ROBERTS,49642.561535945395
315,1017.0,431112.60367021116,2053,616996.4411804244,0.8210658150770825,35.47032408955182,,
316,,,2053,616996.4411804244,0.8210658150757272,35.47032408997061,23LA-WILMA,431112.60366834706
317,54.0,78250065.41481982,,,0.9479838200972656,6.961368493659201,23SR-DORRELL,83893780.72459817
318,349.0,4452433552.21865,,,0.002207578044096736,199.41291579189573,23LA-CHURCH,6544488.980679314
319,349.0,4452433552.21865,,,0.641684083875826,19.86907071522422,23LA-MCCRAE,3647720849.189576
320,349.0,4452433552.21865,,,0.07925919619150906,180.42551015241006,23LX-ELLERAAS,229096401.3692356
321,349.0,4452433552.21865,,,0.016278792483719582,196.2252178653405,23LX-HAULTAIN,42417710.61221456
322,349.0,4452433552.21865,,,0.46994237439055875,64.38464503628873,23LX-SMITH,2283863181.8182616
323,350.0,1149241266.8496356,,,0.001284104182595786,199.65291124503497,23LX-PELICAN,998087.8638482736
324,350.0,1149241266.8496356,,,0.7551913371604523,48.568794324843005,23LX-SHAW,1886437572.8604126
325,351.0,673184577.5493813,,,2.433638266643959e-05,190.64037332123917,23BN-HILLS,16129301.42932301
326,351.0,673184577.5493813,,,0.7375232286803557,51.43730086150834,23BN-VERMETTE,1139341935.3724976
327,352.0,469253111.5992361,,,0.8588202097626243,21.808875242614175,23LX-LSZ001,584117222.6149791
328,606.0,180402290.6308477,,,0.9546560236885169,6.3377842661793125,23SR-RIACH,192209971.28564692
329,607.0,60513708.06514831,,,0.9020798837127936,16.540537437433763,23SR-KAY,71425429.26773463
330,608.0,151430283.27359527,,,0.3324136882890857,118.9574317109526,23SR-DEBUS,38476291.3577496
331,608.0,151430283.27359527,,,0.5168909687403656,64.76533477774329,23SR-DEBUS2,77346317.5615754
332,608.0,151430283.27359527,,,0.5411097141479176,73.70560694167496,23SR-JACKFISH,69873598.60978049
333,609.0,5383069.776043758,,,0.9436704013208295,7.1932323000229985,23SR-ZANGE,5784732.765867534
334,610.0,14958424.26177006,,,0.9536845895257174,2.7123328988514097,23SR-ANDERSON,15369724.439184342
335,611.0,10228614.203260269,,,0.91497990472768,14.265939146026085,23LA-KINO,11799901.527738826
336,612.0,5213380.865545426,,,0.951668163775685,4.07638651340068,23SR-KINGSTON,5430320.060074768
337,613.0,4903094.963119799,,,0.041329799342888614,191.73361600825905,23DB-KAMATSI,103465.37559407427
338,613.0,4903094.963119799,,,0.7928349576417907,34.65857893575113,23DB-LAIRD,6958651.3108874615
339,614.0,22421591.01643815,,,0.9013564110606077,16.49123287654964,23LA-BED,26451476.723926876
340,615.0,45520359.47307861,,,0.26062392499035114,141.68491041633072,23LA-COWIE,7768923.237842039
341,615.0,45520359.47307861,,,0.8471036103655081,3.356972822758038,23LA-KOLWASKIE,44017479.02091444
342,616.0,54972733.74926906,,,0.8845612466575282,20.290897658170472,23SR-MESSUM,67386641.55873051
343,617.0,7745887.88939178,,,0.9226066619232278,13.05068973246578,23SR-BENTLEY,8827348.73460434
344,618.0,32846681.01820157,,,0.9215894020880799,12.738474487113042,23SR-PHELPS,37315475.20313313
345,619.0,13802940.490132427,,,0.760617915539321,33.84703446365084,23SR-KILLOCK,9807263.542244053
346,619.0,13802940.490132427,,,0.47992430038541445,94.45827061205594,23SR-MANSON,4947343.49603902
347,620.0,12595708.923837036,,,0.4799010258613173,88.63515728687644,23LA-CAIRNS,4859834.665841578
348,620.0,12595708.923837036,,,0.7334141132107456,23.09746878397211,23LA-MULLIN,9987620.223717943
349,621.0,3498340.4370079758,,,0.7056250903265705,57.90730837833704,23DB-DEER,6349711.273695577
350,622.0,48208174.68344664,,,0.8404698755289273,29.26714308665352,23LA-GERMAN,64735931.22562076
351,623.0,3225892.29929387,,,0.9501146915596863,1.3080761812056476,23LA-ERROL,3268367.2303201496
352,624.0,104444379.34496768,,,0.9129955687942848,11.760449755267885,23SR-HAMIL,117494908.56594902
353,625.0,79160001.94487792,,,0.9032702996040414,18.23968742799888,23DB-KPIR02,95047449.2301856
354,626.0,61514470.48042859,,,0.8368389309175986,24.159943550170407,23LA-BAY,78418310.98561877
355,627.0,1656552.1097696165,,,0.4899937450324548,93.35021572111359,23LA-MAY,602252.5830409611
356,628.0,487592230.13737977,,,0.9260300680146707,11.552555933672405,23LA-KENNY,547374802.8264902
357,629.0,28471738.485800713,,,0.8602658686188039,8.87831503704321,23SR-EISEN,31116975.35652253
358,629.0,28471738.485800713,,,0.15915605729101137,166.03693690968112,23SR-EISEN2,2641775.6050748294
359,630.0,82538995.06437352,,,0.920172865121969,3.3794398254666347,23SR-SOMER,85376293.12544034
360,631.0,12238336.37068526,,,0.8013365153387848,31.237961497017963,23DB-TRAILL,16768984.183739088
361,632.0,11618958.01598983,,,0.9433241207461437,0.8074735729748291,23LA-DECEPTION,11525515.263322497
362,633.0,154460591.2031119,,,0.945730874793536,7.078970068961719,23SR-SEGUIN,165796026.24979204
363,634.0,6767867.869314629,,,0.9036608818102337,14.350874532388158,23LA-GOW,7814194.614993371
364,635.0,75312754.22176045,,,0.844298465586351,24.072471957198918,23LA-POOLE,95923106.49797353
365,636.0,32644552.556730956,,,0.8457773696359382,24.94676344335659,23LA-BRAD,41948875.58858161
366,637.0,154593342.73301128,,,0.9022981616807447,11.196755910487836,23LA-WAPA,172929298.0532204
367,638.0,27097083.045531068,,,0.928616415160504,9.471418950493758,23LA-HEPBURN,29791144.214168645
368,639.0,4144934.0008555274,,,0.921416466026553,10.076053097509496,23SR-PREMIER,4584737.151110563
369,640.0,13546315.834058145,,,0.9289453539138677,8.017416419131337,23LA-SUTTLE,14677735.705183782
370,641.0,155194885.00114515,,,0.735586850864317,25.483096081631096,23LA-SHARP,120116014.48191024
371,642.0,55850264.9691513,,,0.6580262274613187,52.965035539815986,23LA-PELT,96087106.31990734
372,643.0,5522055.590352321,,,0.7615514610975416,46.4541371954721,23LF-ROCKY,8863367.733966598
373,644.0,6436620.550933956,,,0.8985893985870657,1.801985775942979,23LA-NICOLE,6321669.267047156
374,645.0,54244895.4662367,,,0.8492902758790736,26.868795148759013,23LA-MCTAVISH,71081779.20883504
375,646.0,56025209.23637228,,,0.8577436101176406,25.882432800889653,23SR-TODOS,72681411.55463666
376,647.0,47097140.49526524,,,0.1791283799479042,155.74437893114862,23LA-ISLAND,5859019.359483156
377,647.0,47097140.49526524,,,0.7871466186082466,2.9909900136777625,23LA-SHADD,48527197.69827232
378,649.0,36594857.46743471,,,0.9642768436055866,5.78822165497991,23LX-TIMSON,38776178.78850937
379,650.0,53942884.647391155,,,0.8838464689851612,22.004690715798013,23LA-BLACK,67280275.3658011
380,651.0,11505100.051141031,,,0.843146580564779,27.758229503107707,23WY-MEYAK,15213389.936393356
381,652.0,440496531.47284836,,,0.8191638994032288,33.31507179005064,23LA-WISTIGO,616579321.0433848
382,653.0,14024768.033280995,,,0.9556866969932261,4.932075692489092,23LX-CREE,14733969.382045025
383,654.0,39290606.50140699,,,0.9372547692886841,10.91530406107648,23SR-HELMER,43826869.096085675
384,655.0,379459545.8110053,,,0.9410658113034931,7.000976397778875,23LX-BOLDING,406989087.4071335
385,656.0,2451016.668085851,,,0.6714897997613175,24.913855105767947,23LA-HARDY,3148550.721021923
386,657.0,3119524.9505982385,,,0.8592964634081124,22.568306029815247,23PA-SLIR03,3913096.7435224
387,659.0,6226023.047018359,,,0.8844708077080143,20.35533724493733,23PA-LILLY,7636950.562183176
388,660.0,9726576.23809634,,,0.9549480514298097,1.6100744977678554,23LX-CENTIPEDE,9571221.775869532
389,661.0,337586354.2777104,,,0.8354232141258985,20.94423409708291,23BN-SHAD,416561612.0284907
390,663.0,5051936.452244403,,,0.9197599809262939,13.4876529279417,23SR-MCCRADY,5782598.701168486
391,665.0,64885674.37001789,,,0.4667038681451591,87.32531820861801,23BN-BENT,25444930.35992298
392,665.0,64885674.37001789,,,0.7396058264911645,33.65136425650589,23BN-BROAD,46195507.76044114
393,666.0,3547525.111056446,,,0.9060954427413194,14.744982852793415,23BN-PARKER,4112240.687863917
394,668.0,37254705.34691706,,,0.8017193989020295,38.095844173678486,23BR-SAULTEAUX,54786675.94259371
395,669.0,5374192.869258598,,,0.5504951830257083,86.03868265501985,23BN-LINVALL,13489024.911876764
396,670.0,19077700.47743511,,,0.8647949814491015,26.0900857444755,23BN-AARON,24801800.145868953
397,671.0,27939249.717220407,,,0.8630401999469067,26.30371364412816,23BN-VOLD,36401215.59354164
398,672.0,6450307.6339136865,,,0.6542019068102045,35.17976369807324,23BN-GARSON,9203856.632900393
399,673.0,53978511.80984401,,,0.8757652516238776,16.05519868794297,23LX-PAWR03,63401292.18531436
400,979.0,367708.5191907175,,,0.9999999999870562,2.53451527568044e-10,23BN-BRIR01,367708.5191897855
401,980.0,1645741.4812744411,,,0.9999999999817994,5.30897642986184e-10,23HB-MUSKEG,1645741.4812831783
402,981.0,3328384.9215214006,,,1.0000000000005338,1.0806345623999653e-10,23BN-LOCAL,3328384.921517804
403,982.0,4439113.843627348,,,0.9999999999994933,1.014169378005903e-10,23HB-DELTA,4439113.84363185
404,983.0,1324545.7878557711,,,0.999999999991489,1.6454906091045562e-10,23HB-CHIR02,1324545.7878535916
405,984.0,3145584.1839754395,,,0.9999999999928495,1.0090168148914915e-10,23BR-AIR04,3145584.1839786135
406,985.0,161072.36111152705,,,0.9999999999677718,1.6477293116692204e-09,23LF-CREEK,161072.361108873
407,986.0,2992239.3483915054,,,0.9999999999954141,4.097553794086085e-11,23HB-CLEM,2992239.3483902793
408,987.0,884274.9851193872,,,1.0000000000002562,5.1304234179872306e-11,23SR-SINGER,884274.9851189335
409,988.0,2907052.1668596966,,,0.9999999999950114,6.905503218928799e-11,23BN-BNIR02,2907052.166857689
410,989.0,883707.4013821015,,,0.9999999999988767,2.2447668547601246e-10,23LF-PLAKE,883707.4013840852
411,990.0,455639.22410154913,,,0.999999999983013,4.585438808418175e-10,23LF-GRASSY,455639.2240994598
412,991.0,455496.01701016596,,,0.9999999999877727,5.278989019746001e-11,23LA-PINK,455496.0170104064
413,992.0,1503.826878023999,,,0.9999999997880448,1.0190960605973466e-09,23DB-JAN,1503.8268780393244
414,993.0,54629.81164521876,,,0.9999999999563309,5.880986493188047e-10,23LA-MCKENNA,54629.81164554004
415,994.0,1506063.1909306787,,,0.9999999999875717,2.3988589053483614e-10,23DB-LIME,1506063.190927066
416,995.0,26587.37910419628,,,0.9999999999215538,8.773606461796999e-11,23DB-HAMMELL,26587.379104172953
417,996.0,7204.855754610578,,,0.9999999999886315,2.2736939124318143e-09,23DB-AMISK,7204.855754774394
418,997.0,32084.160405824234,,,0.9999999999434153,6.244991866528171e-10,23DB-TWIGGE,32084.1604060246
419,998.0,9053.209767492377,,,0.999999999901111,1.552524627415219e-10,23DB-PINEY,9053.209767506432
420,999.0,653292.8163666215,,,0.9999999999897475,6.017738630529406e-11,23BN-DIGBY,653292.8163662284
421,1000.0,1012782.5204497321,,,0.9999999999869478,5.806153460792342e-10,23LA-FRIDAY,1012782.5204438517
422,1001.0,483471.6805837625,,,1.0000000000033715,6.742732160720518e-10,23LA-HAWK,483471.6805805026
423,1002.0,17295.83659945077,,,0.9999999999374003,3.4777353064413127e-10,23LA-SUTH,17295.83659951092
424,1003.0,49674.25691926704,,,0.999999999967695,5.483817856820384e-10,23HB-SUGGI,49674.25691899464
425,1004.0,1238965.7511781664,,,0.9999999999911636,5.637701690281517e-11,23LX-KEELEY,1238965.7511774679
426,1005.0,958773.7160394958,,,0.9999999999920159,9.317852218463532e-11,23BN-GOLD,958773.7160386024
427,1006.0,71514.85700752647,,,0.9999999999649528,2.2034958413127174e-10,23DB-KPIR03,71514.85700736889
428,1007.0,2615.7961198137505,,,0.9999999998655101,5.230732295861873e-09,23WY-JACKO,2615.796119676925
429,1008.0,14236.413876411385,,,0.9999999999455074,1.008975690545833e-09,23WY-JUNCTION,14236.413876555027
430,1009.0,89043.39022981646,,,0.9999999999686326,2.1379420720585627e-09,23SF-NICOLLE,89043.39022791277
431,1010.0,389632.8499042349,,,0.9999999999871334,1.4305687034467477e-10,23LX-ERIR04,389632.84990367753
432,1011.0,617554.0225006033,,,0.9999999999900158,3.783591134151419e-10,23SR-MAX,617554.0224982668
433,1012.0,2147685.646102182,,,0.9999999999932309,8.013668671733575e-11,23SR-LLHIR03,2147685.646100461
434,1013.0,49642.561536116256,,,0.9999999999670057,3.441831109578368e-10,23LA-ROBERTS,49642.561535945395
435,1014.0,2689333.916817701,,,0.9999999999901314,1.0146657975643672e-10,23LA-LEPP,2689333.916814972
436,1015.0,89253.04388599384,,,0.9999999999722707,8.743894658582524e-11,23DB-ISLAND,89253.04388607189
437,1016.0,1522741.1600464915,,,0.9999999999936512,3.886776766117962e-11,23LF-BAIRD,1522741.1600470834
438,1017.0,431112.60367021116,,,0.9999999999880111,4.3239291194182006e-10,23LA-WILMA,431112.60366834706
439,1018.0,39698.08280817393,,,0.9999999999419746,1.230594304755497e-09,23DB-PNIR29,39698.08280768541
440,1019.0,157861.57153443972,,,0.9999999999689572,2.8589167997402986e-10,23PA-FOX,157861.5715339884
441,1020.0,553181.0155219181,,,0.9999999999876851,6.664227247211441e-10,23LA-KEY,553181.0155256046
442,1021.0,778794.7528217905,,,0.999999999982792,5.449194574711962e-10,23HB-FWDF01,778794.7528175467
443,1022.0,191248.66229230855,,,1.0000000000007074,1.4141897422594142e-10,23DN-PAWR01,191248.6622920381
444,1023.0,1292.8312899301357,,,0.9999999996566996,7.305855741604593e-09,23WY-NIP,1292.8312898356833
445,1641.0,7187975.280931142,,,0.6053928549597916,76.69271381472927,23BN-HILLS,16129301.42932301
